post_title,post_slug,post_status,post_type,post_category,post_content,post_address,city,region,zip,country,post_latitude,post_longitude,geodir_contact_phone,geodir_email,geodir_website,geodir_practice_name,street,geodir_license_type,geodir_license_number,geodir_license_state,geodir_license_verified,geodir_specializations,geodir_insurance_accepted,geodir_sliding_scale,geodir_price_range_min,geodir_price_range_max,geodir_session_length,geodir_telehealth,geodir_telehealth_platform,geodir_accepting_new_patients,geodir_wait_time,geodir_languages,geodir_therapy_approaches,geodir_age_groups_served,geodir_gender,geodir_years_experience,geodir_education,geodir_profile_image_url,geodir_google_rating,geodir_google_review_count,geodir_last_verified_date,geodir_data_source,geodir_enrichment_status
Fairfax Family Counseling,fairfax-family-counseling-fairfax-va,publish,gd_place,Therapist,"Fairfax Family Counseling in Fairfax, VA. Specializes in Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression.","10560 Main St #509, Fairfax, VA 22030",Fairfax,VA,22030,US,38.8480414,-77.3102193,(703) 919-1666,,http://www.fairfaxfamilycounseling.com,,10560 Main St #509,,,VA,,"Anger Management, Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, Life Transitions, Stress Management",,Unknown,,,,Unknown,,Unknown,,,,,,,ms ](http://www.fairfaxfamilycounseling.com/new-page),,,0,2026-02-18,outscraper,enriched_basic
"Fairfax Counseling Services, LLC",fairfax-counseling-services-llc-fairfax-va,publish,gd_place,Therapist,"Fairfax Counseling Services, LLC (PhD) in Fairfax, VA. Specializes in Anxiety, Child/Adolescent, Couples/Marriage, Depression, Grief.","3931 University Dr, Fairfax, VA 22030",Fairfax,VA,22030,US,38.8478918,-77.3038614,(703) 349-2999,,http://fairfax-counseling.com,,3931 University Dr,PhD,,VA,,"Anxiety, Child/Adolescent, Couples/Marriage, Depression, Grief, Life Transitions, PTSD/Trauma, Stress Management",,Unknown,,,,Unknown,,Unknown,,,Solution-Focused,,,,"ms.
## Caring... Compassion... Change; ma 
  * Stress",,3.0,6,2026-02-18,outscraper,enriched_basic
Falls Church Counseling,falls-church-counseling-falls-church-va,publish,gd_place,Therapist,"Falls Church Counseling in Falls Church, VA.","118-B E Broad St, Falls Church, VA 22046",Falls Church,VA,22046,US,38.8818709,-77.1708805,(703) 665-7000,,https://fallschurchcounseling.com,,118-B E Broad St,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,1,2026-02-18,outscraper,enriched_basic
"Integrative Counseling and Relationship Therapy, Inc",integrative-counseling-and-relationship-therapy-inc-leesburg-va,publish,gd_place,Therapist,"Integrative Counseling and Relationship Therapy, Inc in Leesburg, VA. Specializes in Anger Management, Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage. Accepts Kaiser Permanente, Out-of-Network.","19415 Deerfield Ave Ste 307, Leesburg, VA 20176",Leesburg,VA,20176,US,39.0872099,-77.4783195,(703) 729-0505,,https://www.suzannenixon.com,,19415 Deerfield Ave STE 307,,,VA,,"Anger Management, Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage, Family, Grief, Stress Management","Kaiser Permanente, Out-of-Network",Unknown,,,,Unknown,,Unknown,,,"Mindfulness-Based, Somatic",,,,"al services, she supports you in cultivating greater self-awareness, efficacy and agency to better your health and quality of life. recognized as an award-winning integrative therapist, dr. suzanne br; ms & Documents  ](https://www.suzannenixon.com/forms-documents); ms and services",,5.0,1,2026-02-18,outscraper,enriched_full
"Fairfax Integrative Therapy, LLC",fairfax-integrative-therapy-llc-fairfax-va,publish,gd_place,Therapist,"Fairfax Integrative Therapy, LLC in Fairfax, VA.","10640 Page Ave Suite 330, Fairfax, VA 22030",Fairfax,VA,22030,US,38.8457414,-77.312349,(703) 744-0609,,http://fairfaxintegrativetherapy.com,,10640 Page Ave Suite 330,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
"Grace Point Counseling, LLC",grace-point-counseling-llc-farmville-va,publish,gd_place,Therapist,"Grace Point Counseling, LLC in Farmville, VA.","2720 Layne St Ext, Farmville, VA 23901",Farmville,VA,23901,US,37.3164414,-78.4341891,(804) 823-5475,,,,2720 Layne St Ext,,,VA,,,,,,,,,,,,,,,,,,,5.0,1,2026-02-18,outscraper,cleaned
Behavioral Health and Wellness Associates of Northern Virginia,behavioral-health-and-wellness-associates-of-northern-virginia-chantilly-va,publish,gd_place,Therapist,"Behavioral Health and Wellness Associates of Northern Virginia in Chantilly, VA.","4443 Brookfield Corporate Dr Suite 100, Chantilly, VA 20151",Chantilly,VA,20151,US,38.8825078,-77.44029019999999,(571) 261-8239,,https://bhwaofnova.com/contact-us,,4443 Brookfield Corporate Dr Suite 100,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,ms of Service](https://policies.google.com/terms) apply; ms and pay balances):,,3.7,3,2026-02-18,outscraper,enriched_basic
Peninsula Counseling Center of Virginia,peninsula-counseling-center-of-virginia-williamsburg-va,publish,gd_place,Therapist,"Peninsula Counseling Center of Virginia in Williamsburg, VA.","376 Mclaws Cir, Williamsburg, VA 23185",Williamsburg,VA,23185,US,37.246395,-76.664486,(757) 358-8548,,http://peninsulacounselingcenter.com,,376 McLaws Cir,,,VA,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Northern Virginia Counseling Associates,northern-virginia-counseling-associates-woodbridge-va,publish,gd_place,Therapist,"Northern Virginia Counseling Associates in Woodbridge, VA.","1376 Old Bridge Rd #3, Woodbridge, VA 22192",Woodbridge,VA,22192,US,38.674795,-77.257927,(703) 334-2622,,,,1376 Old Bridge Rd #3,,,VA,,,,,,,,,,,,,,,,,,,,0,2026-02-18,outscraper,cleaned
Integrative Counseling Services PLLC,integrative-counseling-services-pllc-woodbridge-va,publish,gd_place,Therapist,"Integrative Counseling Services PLLC in Woodbridge, VA. Specializes in ADHD, Anger Management, Anxiety, Depression, PTSD/Trauma. Telehealth available.","13203 Old Delaney Rd, Woodbridge, VA 22193",Woodbridge,VA,22193,US,38.6674808,-77.3572318,(703) 498-7403,,http://integrativecounselingservicespllc.com,,13203 Old Delaney Rd,,,VA,,"ADHD, Anger Management, Anxiety, Depression, PTSD/Trauma, Personality Disorders, Stress Management",,Unknown,,,,Yes - Video,,Unknown,,,"ACT, DBT",,,,"ma
  * ADD/ADHD; ms ](https://www.integrativecounselingservicespllc.com/terms-of-service) [ License Agreement ](https://",,,0,2026-02-18,outscraper,enriched_basic
Oak Tree Wellness Center,oak-tree-wellness-center-appomattox-va,publish,gd_place,Therapist,"Oak Tree Wellness Center in Appomattox, VA. Specializes in ADHD, Addiction, Anxiety, Autism Spectrum, Child/Adolescent. Accepts Medicaid, Self-Pay Only, Tricare. Telehealth available.","290 Court St, Appomattox, VA 24522",Appomattox,VA,24522,US,37.3547996,-78.8294962,(434) 664-7706,,http://www.oaktreewellness.org,,290 Court St,,,VA,,"ADHD, Addiction, Anxiety, Autism Spectrum, Child/Adolescent, Couples/Marriage, Depression, Family, Grief, LGBTQ+, PTSD/Trauma","Medicaid, Self-Pay Only, Tricare",Unknown,,,,Yes - Video,,Unknown,,,"CBT, DBT, Mindfulness-Based, Motivational Interviewing, Play Therapy, Solution-Focused",,,,"in crestone, colorado in 2021, she has become licensed in four states (co, la, ky, and now va!) and worked with hundreds of people at festivals and events as well as in offices, spas, and private stud; her Master of Science in Mental Health Counseling from Longwood University in Farmville, VA; ma informed and Dialectical Behavioral Therapy informed treatment. Currently",,5.0,1,2026-02-18,outscraper,enriched_full
Strategic Therapy Associates Inc,strategic-therapy-associates-inc-lynchburg-va,publish,gd_place,Therapist,"Strategic Therapy Associates Inc in Lynchburg, VA. Specializes in Addiction, Anger Management, Child/Adolescent, Family. Accepts Aetna, Anthem, Cigna and 6 more.","108 Duncraig Dr, Lynchburg, VA 24502",Lynchburg,VA,24502,US,37.3550458,-79.239558,(434) 237-9450,,http://www.strategictherapyassociates.com,,108 Duncraig Dr,,,VA,,"Addiction, Anger Management, Child/Adolescent, Family","Aetna, Anthem, Cigna, Kaiser Permanente, Medicaid, MultiPlan, Out-of-Network, Sentara Health Plans, UnitedHealthcare",Unknown,,,,Unknown,,Unknown,,,,,,,and skill building for adults with mental illness to; opportunities - therapists and counselors receive extensive training in strategic family therapy and the nurtured heart approach. learn more about strategic's employee training program on the training; ms. Our services help families identify solvable problems,,5.0,1,2026-02-18,outscraper,enriched_full
Journey CBT & Counseling,journey-cbt-counseling-arlington-va,publish,gd_place,Therapist,"Journey CBT & Counseling in Arlington, VA. Specializes in Stress Management.","Land Acknowledgement: Ancestral Lands Of The Doeg, Tauxenent, Pamunkey, And Piscataway People, 1201 Wilson Blvd 27Th Floor, Arlington, VA 22209",Arlington,VA,22209,US,38.895595,-77.0712076,,,https://www.journeycbtcounseling.com/links,,"Land acknowledgement: Ancestral lands of the Doeg, Tauxenent, Pamunkey, and Piscataway People, 1201 Wilson Blvd 27th floor",,,VA,,Stress Management,,Unknown,,,,Unknown,,Waitlist,,,"CBT, Mindfulness-Based",,,,,,5.0,8,2026-02-18,outscraper,enriched_basic
Pastoral Counseling of Northern Virginia,pastoral-counseling-of-northern-virginia-manassas-va,publish,gd_place,Therapist,"Pastoral Counseling of Northern Virginia in Manassas, VA. Specializes in Addiction, Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage.","8800 Sudley Rd, Manassas, VA 20110",Manassas,VA,20110,US,38.764791,-77.4827384,(703) 335-6172,,http://www.pastoralcounselingnv.com,,8800 Sudley Rd,,,VA,,"Addiction, Anxiety, Child/Adolescent, Chronic Illness, Couples/Marriage, Depression, Family, Grief, Life Transitions, OCD, PTSD/Trauma",,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Elevation Ecotherapy,elevation-ecotherapy-appomattox-va,publish,gd_place,Therapist,"Elevation Ecotherapy in Appomattox, VA. Telehealth available.","701 Mountain Vw Rd, Appomattox, VA 24522",Appomattox,VA,24522,US,37.4554178,-78.7249837,(804) 586-4278,,http://elevationecotherapy.com,,701 Mountain Vw Rd,,,VA,,,,Unknown,,,,Yes - Video,,Unknown,,,,,,,](https://elevationecotherapy.com/credentials); to guide you in finding a match for your goals,,,0,2026-02-18,outscraper,enriched_basic
Ivy Rehab Physical Therapy,ivy-rehab-physical-therapy-zion-crossroads-va,publish,gd_place,Therapist,"Ivy Rehab Physical Therapy in Zion Crossroads, VA. Specializes in Child/Adolescent. Telehealth available.","70 Jefferson Ct Ste 102, Zion Crossroads, VA 22942",Zion Crossroads,VA,22942,US,37.9830216,-78.212991,(540) 832-3061,,https://ivyrehab.com/physical-therapy-location/zion-crossroads-va/%3Futm_source%3DGMB%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle-business,,70 Jefferson Ct Ste 102,,,VA,,Child/Adolescent,,Unknown,,,,Yes - Video,,Unknown,,,,,,,](https://ivyrehab.com/careers/continuing-education/); BA Therapy](https://ivyrehab.com/therapy-services/pediatric-therapies/applied-behavior-analysis-aba/); ms the content you were looking for is no longer here,,5.0,278,2026-02-18,outscraper,enriched_basic
Diamond Counseling LLC,diamond-counseling-llc-sterling-va,publish,gd_place,Therapist,"Diamond Counseling LLC in Sterling, VA. Specializes in Addiction.","6 Pidgeon Hill Dr, Sterling, VA 20165",Sterling,VA,20165,US,39.0373216,-77.4127297,(703) 826-4336,,https://www.diamondcounselingva.com/contact-us.html,,6 Pidgeon Hill Dr,,,VA,,Addiction,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
Safe Harbor Counseling Services,safe-harbor-counseling-services-farmville-va,publish,gd_place,Therapist,"Safe Harbor Counseling Services in Farmville, VA.","800 Buffalo St, Farmville, VA 23901",Farmville,VA,23901,US,37.3043836,-78.4017212,(434) 414-8308,,,,800 Buffalo St,,,VA,,,,,,,,,,,,,,,,,,,2.6,5,2026-02-18,outscraper,cleaned
Rehab Associates of Central Virginia,rehab-associates-of-central-virginia-lynchburg-va,publish,gd_place,Therapist,"Rehab Associates of Central Virginia in Lynchburg, VA.","3211 Forest Brook Rd, Lynchburg, VA 24501",Lynchburg,VA,24501,US,37.4096392,-79.21070399999999,(434) 338-1186,,https://racva.com/location/forest-brook,,3211 Forest Brook Rd,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,156,2026-02-18,outscraper,enriched_basic
"Carson Winston, LPC",carson-winston-lpc-lynchburg-va,publish,gd_place,Therapist,"Carson Winston, LPC (LPC) in Lynchburg, VA.","1000 Jefferson St Suite 1B, Lynchburg, VA 24504",Lynchburg,VA,24504,US,37.4150225,-79.1394632,(434) 433-8423,,https://thriveworks.com/therapist/va/carson-winston%3Futm_source%3DGMBlisting_PP%26utm_medium%3Dorganic%26field:8499441%3DGMB,,1000 Jefferson St Suite 1B,LPC,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,,0,2026-02-18,outscraper,enriched_basic
South Central Counseling Group,south-central-counseling-group-charlottesville-va,publish,gd_place,Therapist,"South Central Counseling Group in Charlottesville, VA. Specializes in Addiction, Anxiety, Couples/Marriage, Depression, Family. Accepts Aetna, Anthem, Medicaid and 1 more. Telehealth available.","911 E Jefferson St, Charlottesville, VA 22902",Charlottesville,VA,22902,US,38.0305989,-78.47353199999999,(434) 284-5401,,https://www.southcentralcounselinggroup.com,,911 E Jefferson St,,,VA,,"Addiction, Anxiety, Couples/Marriage, Depression, Family, Life Transitions, PTSD/Trauma","Aetna, Anthem, Medicaid, Sentara Health Plans",Yes,,,,Yes - Video,,Unknown,,,,,,,"al milestones. as such, we offer a reduced fee to work with a non licensed therapist in training under the supervision of a licensed therapist. we accept the following private insurances: anthem, sent; to realize our mission and values in this way; ms ](https://www.southcentralcounselinggroup.com/forms.html)",,,0,2026-02-18,outscraper,enriched_full
Hill City Counseling & Consulting,hill-city-counseling-consulting-lynchburg-va,publish,gd_place,Therapist,"Hill City Counseling & Consulting in Lynchburg, VA. Specializes in Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family.","112 Candlewood Ct, Lynchburg, VA 24502",Lynchburg,VA,24502,US,37.3528273,-79.2289736,(434) 258-0591,,https://hillcitycounseling.com,,112 Candlewood Ct,,,VA,,"Anxiety, Child/Adolescent, Couples/Marriage, Depression, Family, PTSD/Trauma, Stress Management",,Unknown,,,,Unknown,,Unknown,,,EMDR,,,,](https://hillcitycounseling.com/portfolio-items/relationship-education/); center](https://hillcitycounseling.com/portfolio-items/clinical-training-center/); ](https://hillcitycounseling.com/portfolio-items/aamft-supervisor-candidates/),,5.0,2,2026-02-18,outscraper,enriched_basic
Jon Winder Counseling,jon-winder-counseling-lynchburg-va,publish,gd_place,Therapist,"Jon Winder Counseling in Lynchburg, VA.","311 Rivermont Ave, Lynchburg, VA 24504",Lynchburg,VA,24504,US,37.4209352,-79.1488765,(434) 660-2007,,http://jonwindercounseling.com,,311 Rivermont Ave,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,1,2026-02-18,outscraper,enriched_basic
Rehab Associates of Central Virginia,rehab-associates-of-central-virginia-madison-heights-va,publish,gd_place,Therapist,"Rehab Associates of Central Virginia in Madison Heights, VA.","118 Oakwood Dr, Madison Heights, VA 24572",Madison Heights,VA,24572,US,37.4657672,-79.1146409,(434) 845-5641,,https://racva.com/location/monelison,,118 Oakwood Dr,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,194,2026-02-18,outscraper,enriched_basic
Thriveworks Counseling & Child Therapy Lynchburg,thriveworks-counseling-child-therapy-lynchburg-lynchburg-va,publish,gd_place,Therapist,"Thriveworks Counseling & Child Therapy Lynchburg (MD/Psychiatrist) in Lynchburg, VA. Specializes in ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder. Accepts Aetna, Anthem, Beacon Health and 7 more. Telehealth available.","1000 Jefferson St Suite 1B, Lynchburg, VA 24504",Lynchburg,VA,24504,US,37.4150225,-79.1394632,(434) 771-0495,,https://thriveworks.com/lynchburg-counseling/%3Futm_source%3DGMBlisting%26utm_medium%3Dorganic%26field:8499441%3DGMB,,1000 Jefferson St Suite 1B,MD/Psychiatrist,,VA,,"ADHD, Addiction, Anger Management, Anxiety, Bipolar Disorder, Child/Adolescent, Couples/Marriage, Depression, Eating Disorders, Family, Grief, LGBTQ+, PTSD/Trauma, Stress Management","Aetna, Anthem, Beacon Health, BlueCross BlueShield, Cigna, Humana, Medicare, Self-Pay Only, Tricare, UnitedHealthcare",Unknown,24.0,24.0,,Yes - Video,,Unknown,,,"CBT, DBT, EFT, EMDR, Mindfulness-Based, Motivational Interviewing, Narrative Therapy",,,,](https://thriveworks.com/lynchburg-counseling/%3futm_source%3dgmblisting%26utm_medium%3dorganic%26field:8499441%3dgmb); ma & PTSD](https://thriveworks.com/find-help/trauma-ptsd-therapy/); ms ](https://thriveworks.com/privacy-policy-terms-use/),,4.3,371,2026-02-18,outscraper,enriched_full
Rehab Associates of Central Virginia,rehab-associates-of-central-virginia-lynchburg-va,publish,gd_place,Therapist,"Rehab Associates of Central Virginia in Lynchburg, VA.","20311 Timberlake Rd, Lynchburg, VA 24502",Lynchburg,VA,24502,US,37.3437659,-79.2364363,(434) 237-6812,,https://racva.com/location/timberlake,,20311 Timberlake Rd,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,350,2026-02-18,outscraper,enriched_basic
Living Water Counseling Center,living-water-counseling-center-lynchburg-va,publish,gd_place,Therapist,"Living Water Counseling Center in Lynchburg, VA.","115 Hexham Dr, Lynchburg, VA 24502",Lynchburg,VA,24502,US,37.355881,-79.2394549,(434) 473-7458,,http://lwcounseling.org,,115 Hexham Dr,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,3.7,7,2026-02-18,outscraper,enriched_basic
Amelia Physical Therapy,amelia-physical-therapy-amelia-court-house-va,publish,gd_place,Therapist,"Amelia Physical Therapy in Amelia Court House, VA.","10130 Superior Way, Amelia Court House, VA 23002",Amelia Court House,VA,23002,US,37.3564085,-77.9588552,(804) 561-1585,,https://ameliapt.com,,10130 Superior Way,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,112,2026-02-18,outscraper,enriched_basic
National Counseling Group,national-counseling-group-lynchburg-va,publish,gd_place,Therapist,"National Counseling Group in Lynchburg, VA. Specializes in Addiction, Child/Adolescent, Family. Accepts Medicaid.","7331 Timberlake Rd Suite 102, Lynchburg, VA 24502",Lynchburg,VA,24502,US,37.36004,-79.2152845,(434) 382-1642,,http://www.ncgcommunity.com,,7331 Timberlake Rd Suite 102,,,VA,,"Addiction, Child/Adolescent, Family",Medicaid,Unknown,,,,Unknown,,Unknown,,,,,,,"ms.
![](https://static.wixstatic.com/media/d8528d_cac74ec39ada4d45b9454d1648a0177c~mv2.jpg/v1/fill/w_108",,5.0,1,2026-02-18,outscraper,enriched_full
Lifebulb Counseling & Therapy Charlottesville,lifebulb-counseling-therapy-charlottesville-charlottesville-va,publish,gd_place,Therapist,"Lifebulb Counseling & Therapy Charlottesville in Charlottesville, VA.","2340 Commonwealth Dr Ste 0101, Charlottesville, VA 22901",Charlottesville,VA,22901,US,38.0732979,-78.4867156,(434) 214-6556,,https://lifebulb.com,,2340 Commonwealth Dr Ste 0101,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,4.8,61,2026-02-18,outscraper,enriched_basic
Rehab Associates of Central Virginia,rehab-associates-of-central-virginia-amherst-va,publish,gd_place,Therapist,"Rehab Associates of Central Virginia in Amherst, VA.","115 Ambriar Ct, Amherst, VA 24521",Amherst,VA,24521,US,37.567124,-79.063214,(434) 381-6090,,https://racva.com/location/amherst,,115 Ambriar Ct,,,VA,,,,Unknown,,,,Unknown,,Unknown,,,,,,,,,5.0,128,2026-02-18,outscraper,enriched_basic
